county_cas_data,county,state,FIPS,GISJOIN
Carroll,Carroll,Arkansas,05015,G0500150
Cimarron,Cimarron,Oklahoma,40025,G4000250
Stonewall,Stonewall,Texas,48433,G4804330
Menominee,Menominee,Wisconsin,55078,G5500780
Teller,Teller,Colorado,08119,G0801190
Ouray,Ouray,Colorado,08091,G0800910
Smith,Smith,Mississippi,28129,G2801290
Kenai Peninsula,Kenai Peninsula,Alaska,02122,G0201220
Rush,Rush,Kansas,20165,G2001650
Scott,Scott,Kansas,20171,G2001710
Lake,Lake,Tennessee,47095,G4700950
Wilkinson,Wilkinson,Georgia,13319,G1303190
Wibaux,Wibaux,Montana,30109,G3001090
Union,Union,South Dakota,46127,G4601270
Spink,Spink,South Dakota,46115,G4601150
Juneau,Juneau,Alaska,02110,G0201100
Herkimer,Herkimer,Mississippi,NA,NA
Mccook,Mccook,South Dakota,46087,G4600870
Pike,Pike,Pennsylvania,42103,G4201030
Radford (city),Radford (ic),Virginia,51750,G5107500
Frio,Frio,Texas,48163,G4801630
Lincoln,Lincoln,Colorado,08073,G0800730
Wallace,Wallace,Kansas,20199,G2001990
East Feliciana,East Feliciana,Louisiana,22037,G2200370
Converse,Converse,Wyoming,56009,G5600090
Daniels,Daniels,Montana,30019,G3000190
Lampasas,Lampasas,Texas,48281,G4802810
Fremont,Fremont,Idaho,16043,G1600430
Ransom,Ransom,North Dakota,38073,G3800730
Chouteau,Chouteau,Montana,30015,G3000150
San Miguel,San Miguel,Colorado,08113,G0801130
Jackson,Jackson,Colorado,08057,G0800570
Kodiak Island,Kodiak Island,Alaska,02150,G0201500
Schleicher,Schleicher,Texas,48413,G4804130
Pike,Pike,Georgia,13231,G1302310
Ziebach,Ziebach,South Dakota,46137,G4601370
Lincoln,Lincoln,Wyoming,56023,G5600230
Scott,Scott,Illinois,17171,G1701710
Douglas,Douglas,Washington,53017,G5300170
Warren,Warren,Missouri,29219,G2902190
Lafayette,Lafayette,Florida,12067,G1200670
Harper,Harper,Oklahoma,40059,G4000590
Jim Hogg,Jim Hogg,Texas,48247,G4802470
Garfield,Garfield,Montana,30033,G3000330
Lyon,Lyon,Nevada,32019,G3200190
Poquoson (city),Poquoson (ic),Virginia,51735,G5107350
Clark,Clark,Idaho,16033,G1600330
Yukon-koyukuk,Yukon-koyukuk,Alaska,02290,G0202900
Lander,Lander,Nevada,32015,G3200150
Renville,Renville,North Dakota,38075,G3800750
Lipscomb,Lipscomb,Texas,48295,G4802950
Winneshiek,Winneshiek,Iowa,19191,G1901910
Wayne,Wayne,Utah,49055,G4900550
Donley,Donley,Texas,48129,G4801290
Harney,Harney,Oregon,41025,G4100250
East Carroll,East Carroll,Louisiana,22035,G2200350
Currituck,Currituck,North Carolina,37053,G3700530
Rich,Rich,Utah,49033,G4900330
Knox,Knox,Missouri,29103,G2901030
Bethel,Bethel,Alaska,02050,G0200500
Pottawatomie,Pottawatomie,Kansas,20149,G2001490
King And Queen,King And Queen,Virginia,51097,G5100970
Campbell,Campbell,South Dakota,46021,G4600210
Hot Springs,Hot Springs,Wyoming,56017,G5600170
Adams,Adams,North Dakota,38001,G3800010
Andrew,Andrew,Missouri,29003,G2900030
Glasscock,Glasscock,Texas,48173,G4801730
Chaffee,Chaffee,Colorado,08015,G0800150
Bedford,Bedford,Ohio,NA,NA
Sweet Grass,Sweet Grass,Montana,30097,G3000970
Emporia (city),Emporia (ic),Virginia,51595,G5105950
West Barrington,West Barrington,Rhode Island,NA,NA
Oglethorpe,Oglethorpe,Georgia,13221,G1302210
Kane,Kane,Utah,49025,G4900250
Sierra,Sierra,California,06091,G0600910
Jerauld,Jerauld,South Dakota,46073,G4600730
Summit,Summit,Colorado,08117,G0801170
Marion,Marion,Georgia,13197,G1301970
Norton (city),Norton (ic),Virginia,51720,G5107200
Aurora,Aurora,South Dakota,46003,G4600030
Prairie,Prairie,Montana,30079,G3000790
Hartley,Hartley,Texas,48205,G4802050
Yoakum,Yoakum,Texas,48501,G4805010
Teton,Teton,Idaho,16081,G1600810
South Boston (city),South Boston (ic),Virginia,51780,NA
Wheatland,Wheatland,Montana,30107,G3001070
Hemphill,Hemphill,Texas,48211,G4802110
San Jacinto,San Jacinto,Texas,48407,G4804070
Crockett,Crockett,Texas,48105,G4801050
Humboldt,Humboldt,Nevada,32013,G3200130
Grundy,Grundy,Iowa,19075,G1900750
Clay,Clay,Georgia,13061,G1300610
Custer,Custer,Idaho,16037,G1600370
Pitkin,Pitkin,Colorado,08097,G0800970
Walworth,Walworth,South Dakota,46129,G4601290
Pershing,Pershing,Nevada,32027,G3200270
Missouri Valley,Missouri Valley,Iowa,NA,NA
King William,King William,Virginia,51101,G5101010
Meagher,Meagher,Montana,30059,G3000590
Webster,Webster,Georgia,13307,G1303070
Juab,Juab,Utah,49023,G4900230
Dawson,Dawson,Georgia,13085,G1300850
Storey,Storey,Nevada,32029,G3200290
Webster,Webster,Nebraska,31181,G3101810
Hamilton,Hamilton,Texas,48193,G4801930
Ketchikan Gateway,Ketchikan Gateway,Alaska,02130,G0201300
New Kent,New Kent,Virginia,51127,G5101270
Houston,Houston,Tennessee,47083,G4700830
Polk,Polk,Nebraska,31143,G3101430
Douglas,Douglas,Colorado,08035,G0800350
Wilson,Wilson,Kansas,20205,G2002050
Frontier,Frontier,Nebraska,31063,G3100630
Kearny,Kearny,Kansas,20093,G2000930
Kiowa,Kiowa,Colorado,08061,G0800610
Reagan,Reagan,Texas,48383,G4803830
Mason,Mason,Texas,48319,G4803190
Matanuska-susitna Borough,Matanuska-susitna,Alaska,02170,G0201700
Schley,Schley,Georgia,13249,G1302490
Edwards,Edwards,Texas,48137,G4801370
Yavapoi,Yavapoi,Arizona,NA,NA
Eau Cleaire,Eau Claire,Wisconsin,55035,G5500350
Freemont,Freemont,Iowa,NA,NA
Warren,Warren,Georgia,13301,G1303010
Desoto,De Soto,Mississippi,28033,G2800330
Otera,Otero,Colorado,08089,G0800890
Boise,Boise,Idaho,16015,G1600150
Elizabeth City,Elizabeth City,Virginia,51055,G5100550
Bedford,Bedford,Virginia,51019,G5100190
Franklin,Franklin,Virginia,51067,G5100670
Jackson,Jackson,Kentucky,21109,G2101090
Collingsworth,Collingsworth,Texas,48087,G4800870
Chautauqua,Chautauqua,Kansas,20019,G2000190
Ellis,Ellis,Oklahoma,40045,G4000450
Woodson,Woodson,Kansas,20207,G2002070
Warren,Warren,Indiana,18171,G1801710
Carlisle,Carlisle,Kentucky,21039,G2100390
Mercer,Mercer,Missouri,29129,G2901290
Reynolds,Reynolds,Missouri,29179,G2901790
Carter,Carter,Montana,30011,G3000110
Lee,Lee,Texas,48287,G4802870
Edmunds,Edmunds,South Dakota,46045,G4600450
Lewis,Lewis,Idaho,16061,G1600610
Throckmorton,Throckmorton,Texas,48447,G4804470
Hickman,Hickman,Kentucky,21105,G2101050
De Baca,De Baca,New Mexico,35011,G3500110
Graham,Graham,North Carolina,37075,G3700750
Gray,Gray,Kansas,20069,G4801790
Terrell,Terrell,Texas,48443,G4804430
Kidder,Kidder,North Dakota,38043,G3800430
Logan,Logan,Nebraska,31113,G3101130
Chase,Chase,Kansas,20017,G2000170
Coke,Coke,Texas,48081,G4800810
Graham,Graham,Kansas,20065,G2000650
Bennett,Bennett,South Dakota,46007,G4600070
Rappahannock,Rappahannock,Virginia,51157,G5101570
Fallon,Fallon,Montana,30025,G3000250
Blanco,Blanco,Texas,48031,G4800310
Catron,Catron,New Mexico,35003,G3500030
Meade,Meade,Kansas,20119,G2001190
Adams,Adams,Idaho,16003,G1600030
Morgan,Morgan,Utah,49029,G4900290
Clark,Clark,Kansas,20025,G0500190
Gove,Gove,Kansas,20063,G2000630
Clay,Clay,North Carolina,37043,G3700430
Granite,Granite,Montana,30039,G3000390
Greeley,Greeley,Kansas,20071,G2000710
Haskell,Haskell,Kansas,20081,G2000810
Jones,Jones,South Dakota,46075,G4600750
Mccone,Mccone,Montana,30055,G3000550
Marion,Marion,Texas,48315,G4803150
Grand Isle,Grand Isle,Vermont,50013,G5000130
Cheyenne,Cheyenne,Colorado,08017,G0800170
Sedgwick,Sedgwick,Colorado,08115,G0801150
Grant,Grant,Nebraska,31075,G3100750
Kimball,Kimball,Nebraska,31105,G3101050
Surry,Surry,Virginia,51181,G5101810
Cook,Cook,Minnesota,27031,G2700310
Golden Valley,Golden Valley,Montana,30037,G3000370
Armstrong,Armstrong,Texas,48011,G4800110
Mcmullen,Mcmullen,Texas,48311,G4803110
Moore,Moore,Tennessee,47127,G4701270
Custer,Custer,Colorado,08027,G0800270
Park,Park,Colorado,08093,G0800930
Borden,Borden,Texas,48033,G4800330
Culberson,Culberson,Texas,48109,G4801090
Zapata,Zapata,Texas,48505,G4805050
Camas,Camas,Idaho,16025,G1600250
Hayes,Hayes,Nebraska,31085,G3100850
Irion,Irion,Texas,48235,G4802350
Keya Paha,Keya Paha,Nebraska,31103,G3101030
Washington,Washington,South Dakota,46133,G4601330
Sherman,Sherman,Texas,48421,G4804210
Blaine,Blaine,Nebraska,31009,G3100090
Morton,Morton,Kansas,20129,G2001290
Powder River,Powder River,Montana,30075,G3000750
Loving,Loving,Texas,48301,G4804310
Sterling,St.erling,Texas,48431,G4804310
Echols,Echols,Georgia,13101,G1301010
Taliaferro,Taliaferro,Georgia,13265,G1302650
San Juan,San Juan,Colorado,08111,G0801110
Daggett,Daggett,Utah,49009,G4900090
Piute,Piute,Utah,49031,G4900310
Loup,Loup,Nebraska,31115,G3101150
Sioux,Sioux,Nebraska,31165,G3101650
Petroleum,Petroleum,Montana,30069,G3000690
Hinsdale,Hinsdale,Colorado,08053,G0800530
Wheeler,Wheeler,Nebraska,31183,G3101830
Mineral,Mineral,Colorado,08079,G0800790
Yellow Stone NP,Yellow Stone NP,Idaho,NA,G5600470
Mcpherson,Mcpherson,Nebraska,31117,G3101170
Armstrong,Armstrong,South Dakota,46001,G4600010
Yellowstone Np (pt),Yellowstone Np (pt),Montana,30113,G3001130
Campbell,Campbell,Georgia,13041,NA
Banner,Banner,Nebraska,31007,G3100070
Esmeralda,Esmeralda,Nevada,32009,G3200090
King,King,Texas,48269,G4802690
Yellowstone Np (pt),Yellowstone Np (pt),Wyoming,56047,G5600470
