county,state,number,pop1940,per_100,diff
Autauga,Alabama,32,20977,152.5480288,0.653436546
Baldwin,Alabama,44,32324,136.1217671,0.58307497
Barbour,Alabama,36,32722,110.0177251,0.471258808
Bibb,Alabama,39,20155,193.5003721,0.82885512
Blount,Alabama,44,29490,149.2031197,0.639108692
Bullock,Alabama,20,19810,100.9591116,0.432456412
Butler,Alabama,58,32447,178.7530434,0.765685222
Calhoun,Alabama,169,63319,266.9025095,1.143271763
Chambers,Alabama,58,42146,137.6168557,0.589479153
Cherokee,Alabama,29,19928,145.523886,0.623348765
Chilton,Alabama,49,27955,175.2817027,0.750815801
Choctaw,Alabama,31,20195,153.5033424,0.657528613
Clarke,Alabama,38,27636,137.5018092,0.588986354
Clay,Alabama,27,16907,159.6971669,0.684059741
Cleburne,Alabama,22,13629,161.4205004,0.691441607
Coffee,Alabama,52,31987,162.5660425,0.696348515
Colbert,Alabama,74,34093,217.0533541,0.929743865
Conecuh,Alabama,27,25489,105.9280474,0.453740753
Coosa,Alabama,30,13460,222.8826152,0.954713393
Covington,Alabama,88,42417,207.4639885,0.888668002
Crenshaw,Alabama,36,23631,152.3422623,0.652555149
Cullman,Alabama,116,47343,245.0203832,1.049540096
Dale,Alabama,35,22685,154.2869738,0.660885283
Dallas,Alabama,71,55245,128.518418,0.55050617
De Kalb,Alabama,103,43075,239.1178178,1.024256571
Elmore,Alabama,69,34546,199.7336884,0.855555411
Escambia,Alabama,60,30671,195.6245313,0.837953915
Etowah,Alabama,143,72580,197.0239735,0.843948399
Fayette,Alabama,52,21651,240.173664,1.028779268
Franklin,Alabama,69,27552,250.4355401,1.072735817
Geneva,Alabama,55,29172,188.5369532,0.807594411
Greene,Alabama,10,19185,52.12405525,0.223272388
Hale,Alabama,26,25533,101.8290056,0.436182586
Henry,Alabama,23,21912,104.9653158,0.44961691
Houston,Alabama,73,45665,159.8598489,0.684756586
